split,kelas,filename,width,height,format
train,Anorganik,glass1888_jpg.rf.93494d4410ee196fed8c0f7ceaa25a58.jpg,224,224,JPEG
train,Anorganik,glass188_jpg.rf.600800cdf14a043a01973988cc2bc230.jpg,224,224,JPEG
train,Anorganik,glass1890_jpg.rf.46237bfba7d7bcaa43b16ae0e9593cd1.jpg,224,224,JPEG
train,Anorganik,glass1891_jpg.rf.d88eeb1408c39cd25f0f805d28aed575.jpg,224,224,JPEG
train,Anorganik,glass1893_jpg.rf.49560e316b544a4a60e6023e4c031b31.jpg,224,224,JPEG
train,Anorganik,glass1894_jpg.rf.7ddf3bd0ab5bf8cf2d7ba969165fce76.jpg,224,224,JPEG
train,Anorganik,glass1895_jpg.rf.174336a534a8d24a6eb9e46e7f21275e.jpg,224,224,JPEG
train,Anorganik,glass1896_jpg.rf.080fed47a337ad1a4cda412881e00a3b.jpg,224,224,JPEG
train,Anorganik,glass1897_jpg.rf.542834b704930cd29bea6aeade31a0fb.jpg,224,224,JPEG
train,Anorganik,glass1898_jpg.rf.049276fd50a3459b977de47d5f076450.jpg,224,224,JPEG
train,Anorganik,glass1899_jpg.rf.1bbe00b6756807ee6fc174cf033398ee.jpg,224,224,JPEG
train,Anorganik,glass189_jpg.rf.6fce14e8890a47eb025221a02c8035d7.jpg,224,224,JPEG
train,Anorganik,glass18_jpg.rf.06d8f5117600e1e25e84f2350a1f590d.jpg,224,224,JPEG
train,Anorganik,glass1900_jpg.rf.cd9be1959ee5319a9162d08060be06c1.jpg,224,224,JPEG
train,Anorganik,glass1901_jpg.rf.3e8e18a6bf35ce00b5a6634d0ccf9992.jpg,224,224,JPEG
train,Anorganik,glass1902_jpg.rf.f391c89c670cbc11d8aacec3a411cf9f.jpg,224,224,JPEG
train,Anorganik,glass1903_jpg.rf.cc912fe888cb674b2565e7af44c57c82.jpg,224,224,JPEG
train,Anorganik,glass1904_jpg.rf.5081d67da89234a626fadc5ff21027eb.jpg,224,224,JPEG
train,Anorganik,glass1905_jpg.rf.4a657d7cc87a8ebf009dff8b0f279b8d.jpg,224,224,JPEG
train,Anorganik,glass1906_jpg.rf.2df5a2ac605b6ef6de6d968fc2a8267b.jpg,224,224,JPEG
train,Anorganik,glass1907_jpg.rf.dbefc1f71691f25cbbd2e59e9d1a0f3f.jpg,224,224,JPEG
train,Anorganik,glass190_jpg.rf.af065afa72b4e04aa572358df69db2d6.jpg,224,224,JPEG
train,Anorganik,glass1910_jpg.rf.fc024d1fa3e7e094477a4b7cd38d8e0d.jpg,224,224,JPEG
train,Anorganik,glass1912_jpg.rf.9b98a27e744c19b0557ecf43473e8b17.jpg,224,224,JPEG
train,Anorganik,glass1913_jpg.rf.411a0b1e5ec53d6d7b04af90c0a4633b.jpg,224,224,JPEG
train,Anorganik,glass1914_jpg.rf.4863144e3598e717ab5f284a0f3d7689.jpg,224,224,JPEG
train,Anorganik,glass1915_jpg.rf.e6b4d105829c9573c1f82a62316b4ccf.jpg,224,224,JPEG
train,Anorganik,glass1916_jpg.rf.7957e56db8080cc3994b2ea93eb7d481.jpg,224,224,JPEG
train,Anorganik,glass1917_jpg.rf.03ae0597fbdd72fd2d161eb0ab16d052.jpg,224,224,JPEG
train,Anorganik,glass1918_jpg.rf.be38f9295fdbef7341ed387ea7e43380.jpg,224,224,JPEG
train,Anorganik,glass1919_jpg.rf.110dccc1a7098d145058d2772ec289cf.jpg,224,224,JPEG
train,Anorganik,glass191_jpg.rf.882777be25db5faa9abbfbe9fcb24b72.jpg,224,224,JPEG
train,Anorganik,glass1920_jpg.rf.cb1e0c13784748af16c088c466feeb38.jpg,224,224,JPEG
train,Anorganik,glass1922_jpg.rf.bd61ff4605872a6da6b37a7d7dd25d58.jpg,224,224,JPEG
train,Anorganik,glass1923_jpg.rf.8d8757cc4a2d1a672097ad9d19c3d9c7.jpg,224,224,JPEG
train,Anorganik,glass1924_jpg.rf.7fa82db83303a598f7ff71dce2697479.jpg,224,224,JPEG
train,Anorganik,glass1925_jpg.rf.b5c161d540de1a15f03cfbd7272cbebb.jpg,224,224,JPEG
train,Anorganik,glass1927_jpg.rf.0d8aee31a6fd58bea418f270d14d566a.jpg,224,224,JPEG
train,Anorganik,glass1928_jpg.rf.0bed4339938ef4caeb5538a66471f318.jpg,224,224,JPEG
train,Anorganik,glass1929_jpg.rf.bccff43406f68f470c2e9650bd6c4b30.jpg,224,224,JPEG
train,Anorganik,glass192_jpg.rf.933ec57d5e78e77178049ad2d2364927.jpg,224,224,JPEG
train,Anorganik,glass1930_jpg.rf.258a06958d5ab3643ffb216fff9e61f1.jpg,224,224,JPEG
train,Anorganik,glass1933_jpg.rf.60fee777067bbdb0a6b4a51b870bec76.jpg,224,224,JPEG
train,Anorganik,glass1934_jpg.rf.b575d42c1bd0ecc55434b669b418591f.jpg,224,224,JPEG
train,Anorganik,glass1935_jpg.rf.2db83f068a83b9ebeaefe8789f95ae31.jpg,224,224,JPEG
train,Anorganik,glass1936_jpg.rf.7cf6d1633e7ef098d09531760b5ef192.jpg,224,224,JPEG
train,Anorganik,glass1937_jpg.rf.c5963c4b2145c2fc0c5fe920d1159b6e.jpg,224,224,JPEG
train,Anorganik,glass1939_jpg.rf.47016b4c70dc2431fe5021be09d12394.jpg,224,224,JPEG
train,Anorganik,glass193_jpg.rf.4f75f897cf4973114f7f00788f13b21b.jpg,224,224,JPEG
train,Anorganik,glass1940_jpg.rf.cb9480284c54fd2bf59e9efd60d69831.jpg,224,224,JPEG
train,Anorganik,glass1941_jpg.rf.9698a232b897c05b9503db7aed47a05c.jpg,224,224,JPEG
train,Anorganik,glass1942_jpg.rf.1ed41e55cd93c5cbf0d17834de5da73a.jpg,224,224,JPEG
train,Anorganik,glass1943_jpg.rf.83b1fb01b2a3853d80284e5fbb1d0feb.jpg,224,224,JPEG
train,Anorganik,glass1944_jpg.rf.fcd28096d05407463b327c19a81db5fa.jpg,224,224,JPEG
train,Anorganik,glass1945_jpg.rf.97b91a2229061e1c08a995ef70642d0a.jpg,224,224,JPEG
train,Anorganik,glass1946_jpg.rf.b70b5bb85b3bc9c2fb396244743c6668.jpg,224,224,JPEG
train,Anorganik,glass1948_jpg.rf.64a8f02b949ba1ae76235cff60a51352.jpg,224,224,JPEG
train,Anorganik,glass1949_jpg.rf.be07d057eb45b6dac87d19c9074692d0.jpg,224,224,JPEG
train,Anorganik,glass1950_jpg.rf.af4ed79263406e704e2d887214749d6f.jpg,224,224,JPEG
train,Anorganik,glass1952_jpg.rf.e3fc6d85a8b3c157ff7a78e90eee1473.jpg,224,224,JPEG
train,Anorganik,glass1955_jpg.rf.199dfe370a784c0bcbec983ce1b65153.jpg,224,224,JPEG
train,Anorganik,glass1957_jpg.rf.bcbe7a5574c24010a095b8041cdc4abe.jpg,224,224,JPEG
train,Anorganik,glass1958_jpg.rf.b9f88e81a5195f1364ddd7c11072e8ad.jpg,224,224,JPEG
train,Anorganik,glass195_jpg.rf.bdca7062a14dcb74f3361996661eaa39.jpg,224,224,JPEG
train,Anorganik,glass1961_jpg.rf.bb681e1f72d7ca9b4b81f2d04f62690c.jpg,224,224,JPEG
train,Anorganik,glass1965_jpg.rf.594a183edffb8daf0288327ddddbdfc3.jpg,224,224,JPEG
train,Anorganik,glass1966_jpg.rf.41bf0ea1594338340677ad52beba6d9c.jpg,224,224,JPEG
train,Anorganik,glass1968_jpg.rf.d5256826a3a512932d306d877bf6d426.jpg,224,224,JPEG
train,Anorganik,glass196_jpg.rf.c0fc90d9dcaa9c3400f30ef96bcfb5ff.jpg,224,224,JPEG
train,Anorganik,glass1971_jpg.rf.f5746110ae413938e655c93dd5a0a0fa.jpg,224,224,JPEG
train,Anorganik,glass1972_jpg.rf.5a5713113a225686827ccf09e3ef9d6a.jpg,224,224,JPEG
train,Anorganik,glass1974_jpg.rf.71cacb789c1717a45038f9907f42d291.jpg,224,224,JPEG
train,Anorganik,glass1975_jpg.rf.3941c80cddd8ed6b7f67e12ada09d492.jpg,224,224,JPEG
train,Anorganik,glass1976_jpg.rf.f00236205a310fb760df0437e15a7c91.jpg,224,224,JPEG
train,Anorganik,glass1979_jpg.rf.d81069709513add86e87bb91e692fb7d.jpg,224,224,JPEG
train,Anorganik,glass197_jpg.rf.1b880a61f6569a7a12befd8ec23c66aa.jpg,224,224,JPEG
train,Anorganik,glass1980_jpg.rf.d40b44f4178df7d08ec3c20b4ae4fb5b.jpg,224,224,JPEG
train,Anorganik,glass1982_jpg.rf.6479a7d50fe64af59984469acb4fca71.jpg,224,224,JPEG
train,Anorganik,glass1984_jpg.rf.eb453b68e523c3ecf2f6d338b848c34a.jpg,224,224,JPEG
train,Anorganik,glass1986_jpg.rf.3bb850bddf88c920c2687668d0874211.jpg,224,224,JPEG
train,Anorganik,glass1988_jpg.rf.9d519334a99ef2bd195acdd59cd14446.jpg,224,224,JPEG
train,Anorganik,glass1989_jpg.rf.7e00effe5e6b0b70cc714814d4d7ed80.jpg,224,224,JPEG
train,Anorganik,glass198_jpg.rf.ac829cb2a7681b2c54e221a404db7178.jpg,224,224,JPEG
train,Anorganik,glass1990_jpg.rf.77880ee773555f0f0d00e3bc42ce3f35.jpg,224,224,JPEG
train,Anorganik,glass1998_jpg.rf.71b4d863ef802730ba4e89537b45943c.jpg,224,224,JPEG
train,Anorganik,glass1999_jpg.rf.4ee347180f3fdc34014005a0f8fce421.jpg,224,224,JPEG
train,Anorganik,glass199_jpg.rf.d0705d96915d7f650883bbaee82bbc30.jpg,224,224,JPEG
train,Anorganik,glass19_jpg.rf.15071a6fde352116179db274f7f88ded.jpg,224,224,JPEG
train,Anorganik,glass2000_jpg.rf.6e3bfa8dd40cb55f94c5e4b4cc1c1422.jpg,224,224,JPEG
train,Anorganik,glass2001_jpg.rf.cc9de67ccc0ab44d94fa8e689a95abd2.jpg,224,224,JPEG
train,Anorganik,glass2003_jpg.rf.546b64ffc95c7664493e6a55d74382d0.jpg,224,224,JPEG
train,Anorganik,glass2006_jpg.rf.11ae89c09b27e74ae1c18e8705181594.jpg,224,224,JPEG
train,Anorganik,glass200_jpg.rf.f1aed900f5d693efe26094e398a5045a.jpg,224,224,JPEG
train,Anorganik,glass2012_jpg.rf.1f48354cf01c2249ea763506a25ca22b.jpg,224,224,JPEG
train,Anorganik,glass2013_jpg.rf.ee3d21de6a1c5eaa7706e4ba4bee1c27.jpg,224,224,JPEG
train,Anorganik,glass2014_jpg.rf.f70e8ceadefcace24d9509ee5aadcfa1.jpg,224,224,JPEG
train,Anorganik,glass2016_jpg.rf.c2bb0165fa2563b39771efe71287b514.jpg,224,224,JPEG
train,Anorganik,glass201_jpg.rf.f902b50eacbc2a203fd5b532682678eb.jpg,224,224,JPEG
train,Anorganik,glass2021_jpg.rf.306f845e85debab670fffe8aad8c982d.jpg,224,224,JPEG
train,Anorganik,glass2024_jpg.rf.b83cea82e9a66a6a6a89b2046e6f527e.jpg,224,224,JPEG
train,Anorganik,glass2028_jpg.rf.7204544107baa0f9828c8f4ceec22c45.jpg,224,224,JPEG
train,Anorganik,glass202_jpg.rf.fa0dbcdfe469afd65463b05156c90e81.jpg,224,224,JPEG
train,Anorganik,glass2030_jpg.rf.76e193b463aca4c35725d4525a175d0b.jpg,224,224,JPEG
train,Anorganik,glass2031_jpg.rf.3bc7ae810a68e35cf441c151acf4e894.jpg,224,224,JPEG
train,Anorganik,glass2034_jpg.rf.fd0ec971acb5c570662842a97203b995.jpg,224,224,JPEG
train,Anorganik,glass2035_jpg.rf.212fba0550d56840f37d8216db914fde.jpg,224,224,JPEG
train,Anorganik,glass2046_jpg.rf.a92ace5651ef6348a84c2dfea84d4a39.jpg,224,224,JPEG
train,Anorganik,glass204_jpg.rf.e09fa0a04c91ab72f5f1e3d9f89356c1.jpg,224,224,JPEG
train,Anorganik,glass2050_jpg.rf.0e4dc99b32bdfe45960236b2bbc6104e.jpg,224,224,JPEG
train,Anorganik,glass2057_jpg.rf.46237d5ea5e857b6062650b142d5bfe6.jpg,224,224,JPEG
train,Anorganik,glass2058_jpg.rf.9edc534a720be7e73faa60bc1c29daf0.jpg,224,224,JPEG
train,Anorganik,glass2061_jpg.rf.3b954073b1c73bfb409d08061da7c38f.jpg,224,224,JPEG
train,Anorganik,glass2068_jpg.rf.ce1c7cfbd7741796ac37cf0b969b76bb.jpg,224,224,JPEG
train,Anorganik,glass2069_jpg.rf.5057efdda19b00a75c86299d20900e94.jpg,224,224,JPEG
train,Anorganik,glass206_jpg.rf.6d78ff33810a4a767b985ad1afd2f917.jpg,224,224,JPEG
train,Anorganik,glass2071_jpg.rf.38e3db621ad4e6c0baba17b3ded24bc9.jpg,224,224,JPEG
train,Anorganik,glass2074_jpg.rf.1ffca465fe998a518088c8276ec9dc89.jpg,224,224,JPEG
train,Anorganik,glass2075_jpg.rf.ee76f236bc929e0b6cfe00769bdf3b28.jpg,224,224,JPEG
train,Anorganik,glass2076_jpg.rf.6d8518922e2ea3109f70fa136686b2e5.jpg,224,224,JPEG
train,Anorganik,glass2079_jpg.rf.4dd7e67a64846a05e9a3bc9acc17d66a.jpg,224,224,JPEG
train,Anorganik,glass207_jpg.rf.7f1a2ad48cceeb31d27163b6bc03bf16.jpg,224,224,JPEG
train,Anorganik,glass2089_jpg.rf.57a2f24c4290de00727078658b5577ce.jpg,224,224,JPEG
train,Anorganik,glass208_jpg.rf.0e1210e768859b9d0078dafce2fb55ea.jpg,224,224,JPEG
train,Anorganik,glass2090_jpg.rf.a854376deb7cbabbab32d771509cb561.jpg,224,224,JPEG
train,Anorganik,glass2091_jpg.rf.763cdd9e4ad3ac6519ac793a412be6f8.jpg,224,224,JPEG
train,Anorganik,glass2092_jpg.rf.dbbedb3100fafb41489142b1c85df81b.jpg,224,224,JPEG
train,Anorganik,glass2095_jpg.rf.7a42ec1d0f51c5717352de54421ee685.jpg,224,224,JPEG
train,Anorganik,glass209_jpg.rf.aad68b47730d846ae9005ace9a9c5312.jpg,224,224,JPEG
train,Anorganik,glass20_jpg.rf.91a326442d51f8a0d1787e54beef1c28.jpg,224,224,JPEG
train,Anorganik,glass2101_jpg.rf.735b2286a56cd383c8b81cf1d7a79b7f.jpg,224,224,JPEG
train,Anorganik,glass2105_jpg.rf.f003521cbb79f05b8837ac4fad8baed1.jpg,224,224,JPEG
train,Anorganik,glass2106_jpg.rf.c8e73686d7f6535b47fa81422fb770db.jpg,224,224,JPEG
train,Anorganik,glass2108_jpg.rf.aadb2bfe3be342fcd7eab06826befbef.jpg,224,224,JPEG
train,Anorganik,glass2109_jpg.rf.ec522eb10b31022c8c6650e71857a122.jpg,224,224,JPEG
train,Anorganik,glass210_jpg.rf.fed3a32e56230613e4f7e75218c2a6be.jpg,224,224,JPEG
train,Anorganik,glass2112_jpg.rf.e8cfc7e4db8621217bbe6cb1a50ef9d6.jpg,224,224,JPEG
train,Anorganik,glass2116_jpg.rf.25d92a6465539dc87033e146af96412c.jpg,224,224,JPEG
train,Anorganik,glass2117_jpg.rf.6936eee3d4e9a4223222e489d256533d.jpg,224,224,JPEG
train,Anorganik,glass2118_jpg.rf.c0487b1225649b51dca5f0e5c33f85a2.jpg,224,224,JPEG
train,Anorganik,glass2120_jpg.rf.69d5db96b7a46de353915d9f0bcef30d.jpg,224,224,JPEG
train,Anorganik,glass2121_jpg.rf.071b5f87c0f737b1d5f25c0186e372cb.jpg,224,224,JPEG
train,Anorganik,glass2122_jpg.rf.6202d6ef5bca4b1c3673e52d96ecc7f8.jpg,224,224,JPEG
train,Anorganik,glass2123_jpg.rf.ba9b1e016966a50a0584210cfb7fd685.jpg,224,224,JPEG
train,Anorganik,glass2125_jpg.rf.622dc3c538c0e6c573f5106b9eb5c2be.jpg,224,224,JPEG
train,Anorganik,glass2126_jpg.rf.73d85c14ed91082ff175e8cd19ee12c1.jpg,224,224,JPEG
train,Anorganik,glass2127_jpg.rf.bf5c61d768f4d9201b72eeb3b5cc6a3e.jpg,224,224,JPEG
train,Anorganik,glass2128_jpg.rf.a715d2c4c68059bbf1bee03af7da015b.jpg,224,224,JPEG
train,Anorganik,glass2129_jpg.rf.2a9b061dd6fcb949a69f6e78192f9869.jpg,224,224,JPEG
train,Anorganik,glass212_jpg.rf.0f91233e5afc52d4a352f4ed310465db.jpg,224,224,JPEG
train,Anorganik,glass2133_jpg.rf.0b6c83fda5b11ffe313cd262163db743.jpg,224,224,JPEG
train,Anorganik,glass2134_jpg.rf.76823fefa3c04e21adf15df1851b9ae3.jpg,224,224,JPEG
train,Anorganik,glass2135_jpg.rf.45b7d3416be1df69e6cb533242066b07.jpg,224,224,JPEG
train,Anorganik,glass2136_jpg.rf.387f228fac14c1f665c069546d8b1fd3.jpg,224,224,JPEG
train,Anorganik,glass213_jpg.rf.b1ecc49285e45fda05e4906a70f4af57.jpg,224,224,JPEG
train,Anorganik,glass2140_jpg.rf.886a220925461a25a4ea2598adf5d458.jpg,224,224,JPEG
train,Anorganik,glass2142_jpg.rf.1fabd0c8f5e4fbb66474bb69b0b8aac6.jpg,224,224,JPEG
train,Anorganik,glass2143_jpg.rf.d95d876f427efa93c6e04df06dd9af60.jpg,224,224,JPEG
train,Anorganik,glass2145_jpg.rf.9a51cf4b3dcaef61c84455f36cc2ded9.jpg,224,224,JPEG
train,Anorganik,glass2146_jpg.rf.9b31abc2be5dba52eacd29ef6862dc84.jpg,224,224,JPEG
train,Anorganik,glass214_jpg.rf.1269e888fc8964a9fec1b7381bbecb8a.jpg,224,224,JPEG
train,Anorganik,glass2152_jpg.rf.204d419642693024ec138dbdce30c5a4.jpg,224,224,JPEG
train,Anorganik,glass2153_jpg.rf.3e083e0506cff9b6519dd87da58736b1.jpg,224,224,JPEG
train,Anorganik,glass2154_jpg.rf.97b1ef578f98b144c1394b877a9bf7be.jpg,224,224,JPEG
train,Anorganik,glass2157_jpg.rf.0c25c9dfac0b1c30b52d9cf7412d39a7.jpg,224,224,JPEG
train,Anorganik,glass2159_jpg.rf.78c733c562c2eab69a21df5b37a94b97.jpg,224,224,JPEG
train,Anorganik,glass215_jpg.rf.348d57873fb7c24045f5e9aa65336e21.jpg,224,224,JPEG
train,Anorganik,glass2160_jpg.rf.394fcad7d20f675d5ebdaa6ac581adca.jpg,224,224,JPEG
train,Anorganik,glass2161_jpg.rf.dec708b73c477b7c0ef7ae1c57b1802b.jpg,224,224,JPEG
train,Anorganik,glass2169_jpg.rf.bd7ace4e7b324eaa0311ee335ef0c99b.jpg,224,224,JPEG
train,Anorganik,glass216_jpg.rf.2b82441be4ace9ddba7e1b379f040b1b.jpg,224,224,JPEG
train,Anorganik,glass2175_jpg.rf.7bdfd5bf63714edc094e633a6b04bfb0.jpg,224,224,JPEG
train,Anorganik,glass2179_jpg.rf.89c752ae330c7ee2886c36c760693702.jpg,224,224,JPEG
train,Anorganik,glass217_jpg.rf.91ae79eefa7fa1e334f86d1e22b36248.jpg,224,224,JPEG
train,Anorganik,glass2182_jpg.rf.cb1f3034327a71557b62711f8833df2a.jpg,224,224,JPEG
train,Anorganik,glass2184_jpg.rf.9593df2c2754bf7f3c2fb48082055556.jpg,224,224,JPEG
train,Anorganik,glass2190_jpg.rf.9b1d3ebf198bd684baf42a4c6df717ce.jpg,224,224,JPEG
train,Anorganik,glass2191_jpg.rf.5ae2d6fe72790faa4e2f8e3cf45edeb0.jpg,224,224,JPEG
train,Anorganik,glass2192_jpg.rf.4b8c975751c478148c31991ff183405a.jpg,224,224,JPEG
train,Anorganik,glass2194_jpg.rf.14d4a0420077e1bab294195cf8678148.jpg,224,224,JPEG
train,Anorganik,glass2195_jpg.rf.bcf412caff6315acf6b8c62cf26f3c9e.jpg,224,224,JPEG
train,Anorganik,glass2196_jpg.rf.d24fb659c747af80afed8b37783eb9d3.jpg,224,224,JPEG
train,Anorganik,glass2198_jpg.rf.5b363d29eb25902ff71709d1786fd510.jpg,224,224,JPEG
train,Anorganik,glass219_jpg.rf.4491ab47d3cbd4949d1a36c56853fa9a.jpg,224,224,JPEG
train,Anorganik,glass21_jpg.rf.26d11ec0b40656fbfc159226055b3b9f.jpg,224,224,JPEG
train,Anorganik,glass2201_jpg.rf.27a3d9207b916ccbc070ba1832831762.jpg,224,224,JPEG
train,Anorganik,glass2202_jpg.rf.b768906b16da00d2b2af4b981acebd7b.jpg,224,224,JPEG
train,Anorganik,glass2203_jpg.rf.f42d15fbb9e5b2692d3ece9824caf9de.jpg,224,224,JPEG
train,Anorganik,glass2208_jpg.rf.9ba9e7bab6881a881c7beb0673f6fa45.jpg,224,224,JPEG
train,Anorganik,glass2211_jpg.rf.0c9f4a6ff948275cb3ce5edc8a3d9c5a.jpg,224,224,JPEG
train,Anorganik,glass2212_jpg.rf.cdeb0b676cb0e6c11424cd147ce54f1e.jpg,224,224,JPEG
train,Anorganik,glass2213_jpg.rf.23cf3d1578b0f479e38e6aea4064ad80.jpg,224,224,JPEG
train,Anorganik,glass2215_jpg.rf.2f6e56548214c2f633bf6216898fda1d.jpg,224,224,JPEG
train,Anorganik,glass2217_jpg.rf.dfd8e54194b360c40351d8f41a5a7065.jpg,224,224,JPEG
train,Anorganik,glass2222_jpg.rf.68372b04b423540e09c9fab2414d733c.jpg,224,224,JPEG
train,Anorganik,glass2223_jpg.rf.ee37c5c6a19ab4ea0594311421339761.jpg,224,224,JPEG
train,Anorganik,glass2224_jpg.rf.045e545566a4263222144a23765bf6df.jpg,224,224,JPEG
train,Anorganik,glass2225_jpg.rf.a0f35076e6120cbef3a7b6c1cd3e8cbd.jpg,224,224,JPEG
train,Anorganik,glass222_jpg.rf.a6685aa507e3b4d2e4114cf55e518c4e.jpg,224,224,JPEG
train,Anorganik,glass2233_jpg.rf.2db9fb5fbd05625422e4daa0afc44930.jpg,224,224,JPEG
train,Anorganik,glass2235_jpg.rf.0e989b5e4aaf09ec0938e4b9779cc80c.jpg,224,224,JPEG
train,Anorganik,glass2236_jpg.rf.daae052a92e32b94136eef314647d78c.jpg,224,224,JPEG
train,Anorganik,glass2237_jpg.rf.0f003fff9285b739b732dace084729f2.jpg,224,224,JPEG
train,Anorganik,glass2238_jpg.rf.1a506c7e8727da728ac0f69bf46843b3.jpg,224,224,JPEG
train,Anorganik,glass2247_jpg.rf.bfeb38039dc5135599a201ea4fff85a6.jpg,224,224,JPEG
train,Anorganik,glass2248_jpg.rf.82ddce81595740e558592bfeaab5b3cb.jpg,224,224,JPEG
train,Anorganik,glass2249_jpg.rf.48839cb35df8ffccd8887010d581a7e6.jpg,224,224,JPEG
train,Anorganik,glass224_jpg.rf.9226927aa7b548edf596546bc4ce038c.jpg,224,224,JPEG
train,Anorganik,glass2250_jpg.rf.08d02aa75e368c8bd6ceceeb393610a7.jpg,224,224,JPEG
train,Anorganik,glass2251_jpg.rf.703b4370c6b7667e3661d682c56c3b89.jpg,224,224,JPEG
train,Anorganik,glass2254_jpg.rf.482e478146f03fa6e9dec6d8d6a7708c.jpg,224,224,JPEG
train,Anorganik,glass2255_jpg.rf.a240f6133044b3162112f0d6616e63a6.jpg,224,224,JPEG
train,Anorganik,glass2256_jpg.rf.acd3fc4b551526dacc32becbc041a79f.jpg,224,224,JPEG
train,Anorganik,glass2257_jpg.rf.9aa730984835c1985c0e3eced4dba658.jpg,224,224,JPEG
train,Anorganik,glass2258_jpg.rf.eb636e533a47b2c8ab198468a24a9a36.jpg,224,224,JPEG
train,Anorganik,glass2259_jpg.rf.6c0253d0bd1fba860c60d7d07d1428d9.jpg,224,224,JPEG
train,Anorganik,glass2260_jpg.rf.c8a4a9f407a45d1b66057a73650ffa49.jpg,224,224,JPEG
train,Anorganik,glass2261_jpg.rf.9cfc68b3622f34f5dc9b94c4fe236cee.jpg,224,224,JPEG
train,Anorganik,glass2262_jpg.rf.81a6550a48cbaed9aa6307f932975105.jpg,224,224,JPEG
train,Anorganik,glass2263_jpg.rf.e5d925717b7744237ff145ef16f6ab5c.jpg,224,224,JPEG
train,Anorganik,glass2264_jpg.rf.272bd03eff779be0ddad50f031b8c9e2.jpg,224,224,JPEG
train,Anorganik,glass2265_jpg.rf.5b25ff30470b816c59e24f2ed15abf75.jpg,224,224,JPEG
train,Anorganik,glass2266_jpg.rf.ee61f9fd2fb3cc3e4204aa32214aa874.jpg,224,224,JPEG
train,Anorganik,glass2268_jpg.rf.9af70870a353094338ebf16ffd626be6.jpg,224,224,JPEG
train,Anorganik,glass2269_jpg.rf.4d46c78a096bbe2b28c97930c8d8fae8.jpg,224,224,JPEG
train,Anorganik,glass226_jpg.rf.cfe0866f651f1717ae7922a75f1bdbff.jpg,224,224,JPEG
train,Anorganik,glass2272_jpg.rf.9d3514db458348c302c6e72c8855337b.jpg,224,224,JPEG
train,Anorganik,glass2273_jpg.rf.e9f67457dd4f2295ee2b138783eadb07.jpg,224,224,JPEG
train,Anorganik,glass2275_jpg.rf.ce2c94516352e4cb302c7374be55d192.jpg,224,224,JPEG
train,Anorganik,glass2276_jpg.rf.c17c52041aeacc03ea4911073ba99314.jpg,224,224,JPEG
train,Anorganik,glass2279_jpg.rf.8652a1ba98d78f8696f77f3fdd9c371e.jpg,224,224,JPEG
train,Anorganik,glass2280_jpg.rf.0c136fc1e6c24612cfb7582899c99ff3.jpg,224,224,JPEG
train,Anorganik,glass2281_jpg.rf.48a782790d313e7f1d1709419273ff52.jpg,224,224,JPEG
train,Anorganik,glass2282_jpg.rf.26066104984eebbaaab8008af2b60e62.jpg,224,224,JPEG
train,Anorganik,glass2284_jpg.rf.8eec5ae8a97822ac97a213be50aebd1c.jpg,224,224,JPEG
train,Anorganik,glass2286_jpg.rf.c2868c48345f859fe993caff3ed5fc1b.jpg,224,224,JPEG
train,Anorganik,glass2287_jpg.rf.a3749cef443ef194fedea74195a2968f.jpg,224,224,JPEG
train,Anorganik,glass2288_jpg.rf.c981a6cd0ce531a5988ddc6ef2614ca1.jpg,224,224,JPEG
train,Anorganik,glass2289_jpg.rf.37c79456d63b7f97480d2d6d8f989596.jpg,224,224,JPEG
train,Anorganik,glass228_jpg.rf.d5ad0550abebe600e5860272614618c7.jpg,224,224,JPEG
train,Anorganik,glass2290_jpg.rf.fcc30341952d06e41da08f0c988ae1c7.jpg,224,224,JPEG
train,Anorganik,glass2293_jpg.rf.ab986bd1937d540a0c7a95635f032037.jpg,224,224,JPEG
train,Anorganik,glass2296_jpg.rf.b38a3d0f32e69ae643ffa28008add57e.jpg,224,224,JPEG
train,Anorganik,glass2299_jpg.rf.07b6287d476b82cdef81f3b2d3204f41.jpg,224,224,JPEG
train,Anorganik,glass2306_jpg.rf.b6d360f528e6d90aeadcbdb736745920.jpg,224,224,JPEG
train,Anorganik,glass2307_jpg.rf.04141aab733a856b69210acacb2215ae.jpg,224,224,JPEG
train,Anorganik,glass230_jpg.rf.6bfd3a0ef2d8df1e29423247134afead.jpg,224,224,JPEG
train,Anorganik,glass2310_jpg.rf.655d4be214bd8d558b19278ad1e7f0db.jpg,224,224,JPEG
train,Anorganik,glass2311_jpg.rf.20721259d48ed553bd60a1ea5efd9743.jpg,224,224,JPEG
train,Anorganik,glass2313_jpg.rf.92c746e35b515ae46180a4793893d0de.jpg,224,224,JPEG
train,Anorganik,glass2314_jpg.rf.09d2982348e38de382dac53bc7464378.jpg,224,224,JPEG
train,Anorganik,glass2318_jpg.rf.950e0e8f019adcdfcb4dc184b1f4fe1b.jpg,224,224,JPEG
train,Anorganik,glass231_jpg.rf.908658ae2d46c1538e4323217ad9d7b6.jpg,224,224,JPEG
train,Anorganik,glass2320_jpg.rf.1304f1a5bb7a0314b0d43c73bcef11f3.jpg,224,224,JPEG
train,Anorganik,glass2324_jpg.rf.78cbd4864e2684093fdf3f73b1c5646a.jpg,224,224,JPEG
